crash_record_id,crash_date_est_i,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,lane_cnt,alignment,roadway_surface_cond,road_defect,report_type,crash_type,intersection_related_i,private_property_i,hit_and_run_i,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,photos_taken_i,statements_taken_i,dooring_i,work_zone_i,work_zone_type,workers_present_i,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location,year,month,day_of_week
192673498ca3c53090cd495d2b77d4b79ed9e7b222c09a09ef093672d8a046759c817ad4f137b88363146a6d4b50bf737ebf14797229008320b5f82b0c7d6abd,,2025-03-01 08:15:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",2025-03-01T08:20:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,5550,S,SHORE DR,235,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,7,3,41.7937965651,-87.5805629015,POINT (-87.580562901478 41.793796565051),2025,3,Saturday
1c00654f3f4a527b4bec26bd0f49a07d8cc516ccb09372b58824d56d5ff8f292af7643d932482d128a5c43a30ee31d2d8d6732c5f8284c319038b9c957b2f817,,2025-03-01 08:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-03-01T09:30:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,7557,N,WESTERN AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,7,3,42.0191214909,-87.6900315269,POINT (-87.690031526852 42.019121490926),2025,3,Saturday
32b798f8a8595fa773c21e6e94ce29d0c66dba02ef80b606982f2d6cb3172e205b196bc829637fe04e076a5ed54eac23bae7af525d3cf82c7a28af504ede022b,Y,2025-03-01 08:00:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-03-01T13:07:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2407,W,EASTWOOD AVE,1911,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,7,3,41.9656240472,-87.6891654772,POINT (-87.689165477173 41.965624047232),2025,3,Saturday
d36366681dbaec3622df40db10647b0b7d9458ae1bf8136d4e60b7e1e1435b6b032d2b50ba96d45651f4d6dc6e359b7300df0b1ac410cedfbc1d3ab937f12642,,2025-03-01 08:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T09:16:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,4844,S,ELIZABETH ST,933,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,7,3,41.8055591618,-87.6565266322,POINT (-87.656526632229 41.805559161772),2025,3,Saturday
c29da42b62ccc1a815cea6b866459087f5270c9d8f449a331507563154c63774de817bbcb1aa0cd1fb918ec2e7d1e8c926b1c569de558933ac42b749a9b7ac95,,2025-03-01 07:56:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-03-01T08:45:00.000,IMPROPER LANE USAGE,NOT APPLICABLE,4556,W,GRAND AVE,2533,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,7,3,41.911892091,-87.7405711923,POINT (-87.740571192282 41.911892091002),2025,3,Saturday
83df860bc28da97b02054fdc8bd9655676831c18774ab1759ed93226df5014acfcf2e6253189bb9e0652f811c7823f0852fdc1b927f584e53f5ddb27ddd48cb8,Y,2025-03-01 07:30:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T08:26:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7440,N,HERMITAGE AVE,2422,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,7,3,42.0170738339,-87.6739132339,POINT (-87.673913233941 42.017073833894),2025,3,Saturday
7251c05220794b133b7cc4e330e9f380719d7f850e6546d1e9ab2f128b27fabd50366bbfd9e6840187870eac3c92c0ac5357e97d8fed92d77e07b06b2a0a9f40,,2025-03-01 07:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T14:44:00.000,NOT APPLICABLE,NOT APPLICABLE,6952,S,ROCKWELL ST,831,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,7,3,41.7666524222,-87.6883358988,POINT (-87.688335898806 41.766652422166),2025,3,Saturday
c9696703f8a6080862b7c0079fcac8b029e7bd8a399df3a6d454bb7452b7389d80101975dddd3905986c559f85a2fcc8cf19fad80493fa99aae581ec46a6e191,,2025-03-01 06:35:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAWN,REAR TO FRONT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,2025-03-01T08:00:00.000,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4800,S,WOOD ST,931,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6,7,3,41.8066443717,-87.669926735,POINT (-87.669926735049 41.806644371717),2025,3,Saturday
8d30b38a24b28b6348075af40299eb86afd6b29d3dfaa099957aae6655cfbff3afdbc84a77224aa6bd9f7820a1ae8f8cdc7853984dd721712065963eafecc836,,2025-03-01 06:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,2025-03-01T15:28:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,6244,N,FAIRFIELD AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7,3,41.9953046499,-87.6984883549,POINT (-87.698488354896 41.995304649852),2025,3,Saturday
509e36adb2a9783e7f31a65bd3a77d062cb444bbca9799515b87f30d23371bb56df98e383674ba65421d215167e795d31973d28399f5309aa75081cb680601be,N,2025-03-01 06:29:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T07:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10400,S,INDIANAPOLIS AVE,432,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7,3,41.7062626501,-87.5284075315,POINT (-87.528407531546 41.706262650068),2025,3,Saturday
4146c13824e4468880097d1d0712bc37e303780a8dfdbae6e7da95ccb923f907e546b39b9701b06116c2d5887b6f1af067c3bb75922ac27d077a6b63cd94159b,,2025-03-01 06:10:00,3,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T06:18:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4402,N,ASHLAND AVE,1912,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6,7,3,41.9617356501,-87.6694116163,POINT (-87.669411616291 41.96173565014),2025,3,Saturday
019e1e1922ffe8635af51747fef619a20d31b4473eefc1196775c8d52b991da1a3ec3e88e289b22ac5977d1fae56c617f3e0020f9821e6c11161c5afabd77b25,Y,2025-03-01 06:00:00,30,NO CONTROLS,NO CONTROLS,SNOW,DAWN,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T06:04:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3001,S,KEDZIE AVE,1033,,,,,,,1,,0.0,0.0,,,,,,6,7,3,41.8389682193,-87.7047244235,POINT (-87.704724423511 41.838968219323),2025,3,Saturday
6dd005715a5b8f71977e29f321d77a961dcea8e05d5b4a71e0edd571b2e1bf3fb65b297f59ee2fca47f1efb4ec2a3766951072163b07a38bda8ed796aeb29a0b,,2025-03-01 05:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-03-01T06:45:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,4128,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,7,3,41.8174256347,-87.743572391,POINT (-87.743572390979 41.817425634679),2025,3,Saturday
1480767886744f68786a017fc8e84cacbcdcf2763d7e78a61c7bdcc01c37e0edc524b4ef57bc284fa9064ecb79bc47baa5a4ebdc0ac0a0de86df4882f025fa2b,,2025-03-01 05:30:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T08:04:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2923,W,56TH ST,824,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,7,3,41.7916983868,-87.6972517387,POINT (-87.697251738712 41.791698386845),2025,3,Saturday
8d374e8665081edd6ea7a3a42fd1a1d96979f94e90e30187725f5a9a35d9ca7c29197af2ee4e15047614c877c88331c5526cfb85a752c6f6106021307920052a,Y,2025-03-01 05:30:00,25,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T14:26:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5603,S,LAFLIN ST,713,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,7,3,41.7920981853,-87.6619496739,POINT (-87.661949673901 41.792098185265),2025,3,Saturday
0389f8089c49724803050d9ec36ceb96837993f48bddf69f9dfc7e189c1c5edce2810db7f7a5545cb8322ee726f4f73daf526e69bf4f993d6795c3f53d19fbd1,,2025-03-01 04:30:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-03-01T05:32:00.000,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,1931,W,60TH ST,714,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7,3,41.784711112,-87.6727745277,POINT (-87.672774527749 41.784711112018),2025,3,Saturday
719e6f57f08e84dbaae568e780fcb371f14a106f652e1f161712117f7568b91890186c1f80ab4ddff41c9e1e4cc6453fe2f1c5b219ab9e745d2109e22e7df55e,,2025-03-01 04:28:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-03-01T04:28:00.000,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,337,W,ONTARIO ST,1831,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4,7,3,41.8930371956,-87.6370042232,POINT (-87.637004223232 41.893037195577),2025,3,Saturday
44d489401ba6e198437a65baec872f69527f198c1cbfac3db1a326efed452decf381154a478816255b5ee66f167bed4b7af4929adbc747c9207c6dd4f7adf4b2,,2025-03-01 04:13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T04:17:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,304,S,CENTRAL AVE,1513,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,7,3,41.8763544722,-87.764864988,POINT (-87.764864987995 41.876354472166),2025,3,Saturday
6dc6c39d1c64aaa903e79cb1b99cbf6fb9c94bfa173fd63cd809e3aebce7d1e68db6bcc3e0190b3f36f7dd130928586fa9e5c6dbde8e8a83d27f726a74ff04e1,,2025-03-01 04:00:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T16:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3434,N,HARDING AVE,1732,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7,3,41.9437991197,-87.726247879,POINT (-87.726247879006 41.943799119663),2025,3,Saturday
080119a00c3aa58e35ebc27fc1de7f91bb81350a261d2eef3910986811f6df65a185506e0c28deb762b1324229bf0e321abd6041c5eddce1fde38e6c92fdeaef,,2025-03-01 03:50:00,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-03-01T04:00:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,3208,N,PULASKI RD,1731,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,7,3,41.939372352,-87.7273406721,POINT (-87.72734067212 41.939372351992),2025,3,Saturday
333fd8406c90df6f4d6276db699df620c61de57aa6bed72a1922d1075161a7ccc50f3b4eb8d0aa2a4d902501bf9f65067570d489a3284c5686279a8f7b351274,,2025-03-01 03:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T03:54:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,1407,W,LAKE ST,1224,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3,7,3,41.8852994989,-87.6627586377,POINT (-87.662758637707 41.88529949893),2025,3,Saturday
ef1f2529443e9c4788a1ae7164db89559f869a4167ff8c5f2a0d676b2e1899416291eb6aca6844d46f81168c9cf3804024d2b4ed952702ea8ab5298714a71420,,2025-03-01 03:39:00,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",2025-03-01T04:06:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,2622,W,74TH PL,835,,Y,,,,,4,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,7,3,41.7584143099,-87.6890303348,POINT (-87.689030334767 41.758414309901),2025,3,Saturday
86faa5c160388580c97092c6a38ae4b713323ebfade2bc396de1ab4714f7061487319f97e936f13ef7ada8f4ff93b61568ca93b71b8aa2cd036d7f0cd1176041,Y,2025-03-01 03:14:00,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T03:26:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,3133,W,FULTON BLVD,1222,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,7,3,41.8863282784,-87.7051624807,POINT (-87.705162480675 41.886328278389),2025,3,Saturday
6126c7f070a122db24b41af3f5587c4858479e26275e9012ba4003da726e4d4e4d5cc28970747408081ab1d0ebaa2f56140e25f6d04a89e3e452e73665542ba6,,2025-03-01 02:33:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-03-01T02:37:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,5510,W,65TH ST,813,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,7,3,41.7745348327,-87.7596533983,POINT (-87.759653398292 41.774534832683),2025,3,Saturday
e42954eca7c8eacec5fc558a2810030ec2a8ef0020bc6b7a8c277e9f8e4f4bceb99559ae033edc84f65f39fd2a8b14fac9c78518ce54df2a4885eb0834a6d449,,2025-03-01 02:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-03-01T02:31:00.000,NOT APPLICABLE,NOT APPLICABLE,6164,N,RAVENSWOOD AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,7,3,41.9938482174,-87.6754920055,POINT (-87.675492005462 41.993848217382),2025,3,Saturday
d415acb1a05ae99a1471bbcc12aa77471cffbc167b94b3839d3e1e397e4f3c688f4d9d9de51c1a4ab18f655a27252a25c40e6a133ec0fe2fad7c7e5c474ba9be,,2025-03-01 02:10:00,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,2025-03-01T02:13:00.000,FOLLOWING TOO CLOSELY,IMPROPER LANE USAGE,55,E,GARFIELD BLVD,225,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,7,3,41.7942350552,-87.6235656947,POINT (-87.623565694701 41.794235055186),2025,3,Saturday
7f853ecec5bf90b89fc26ed4b7ddf9ebf794e363facf03fdc9652eaaa56bef8346ad137959bfbd1526ebaff7323847fa49f802c3ee431f1a3357beb5ea8cf35a,,2025-03-01 02:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T02:02:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1824,W,GREENLEAF AVE,2424,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,7,3,42.0102625623,-87.6769467658,POINT (-87.676946765785 42.010262562339),2025,3,Saturday
f779ed7bf990c860001b13cd4b9f969c92896b5d88d4668a29685f7146a6addacd2d8d7154af0e28225d98842be307131adf6955cf45f60392a8ce0ef8636dd5,,2025-03-01 01:39:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-03-01T01:43:00.000,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,959,W,FULLERTON AVE,1812,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,7,3,41.9252682757,-87.6534875641,POINT (-87.653487564139 41.925268275703),2025,3,Saturday
e4d3fa8ba6b082055e64d269c427f726bbae7c13107b457522949eb22b880f4fd9b9ad3e9bca3eaee84caa355893894ce1929c92c81207248cbc1f9635959c7f,,2025-03-01 01:12:00,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T14:30:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,5135,W,BYRON ST,1634,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,7,3,41.9513552229,-87.756054672,POINT (-87.756054672 41.951355222852),2025,3,Saturday
ebd7561bb1001fd6069fdfdc3b7d57bd8c70422881d88ef2c03193eb24c748f359d1b6d33eaec22e000f178d33d8b844da11223d2b2d3a0e5b36003745508065,,2025-03-01 01:00:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-03-01T10:40:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,10927,S,AVENUE O,432,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,7,3,41.6964883842,-87.5399339589,POINT (-87.539933958949 41.696488384154),2025,3,Saturday
00a384e7e281c4a877e3297ef531d8d88337672adc4b4286ed68ce1098f00b7c2591f4c59d6f41f7ba3109b9fb1bc22678bcfc747db65451ec729ea1412599ce,,2025-03-01 00:49:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-03-01T00:49:00.000,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,839,W,87TH ST,2223,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7,3,41.735942014,-87.6451541748,POINT (-87.645154174803 41.735942013966),2025,3,Saturday
08e8eb7992bfe88cbcf425f0e1622c52f5b78440c99c52c4fb15b895b8e54443b15042a53fd839a917e91edd9ed6438520f0f861c91114a46fa687e11285db54,,2025-03-01 00:41:00,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-03-01T00:42:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,528,N,LARAMIE AVE,1523,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7,3,41.8898801727,-87.7555614981,POINT (-87.755561498144 41.889880172719),2025,3,Saturday
544bb4d3ede082e3d124ce2fe1f105c656eb37ea15c25ab635f53b7422b0031f334da4f4163d60ef3ce61bd8f5e26fd325bd0183cd657782f4a56df204ceea04,,2025-03-01 00:30:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",2025-03-01T01:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1958,N,LARAMIE AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,7,3,41.9167557882,-87.7560784988,POINT (-87.756078498768 41.91675578817),2025,3,Saturday
348181960eabf4b32efd6d6b3cb8fe8f27efdbcc93f6ef1e3fb849252e904fd435d0486ca826e9583984874e1d1e027a5c40a1166414fa1fb9e6a730c70de97d,,2025-03-01 00:13:00,30,OTHER,OTHER,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-03-01T00:51:00.000,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,7233,S,CHAMPLAIN AVE,323,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,7,3,41.7629963342,-87.6090104287,POINT (-87.609010428734 41.762996334228),2025,3,Saturday
